Notes,Vehicle,Master Cust Num,Master Cust Name,Cust Num,Cust Name,Customer Vehicle ID**,Maint Cost Code,Driver Last**,Driver First**,VIN,Year,Make,Model,Series,License State,License Num,License Exp. Date,Delivery Date,Fleet Vehicle Status,Fleet Vehicle Status Description,Lease Type,Lease Term,Months In Service*,Lease End Date,Contract Mileage,Delivered Price,Dep Pct,Dep Amt/Mo,Total Lease Charge/Mo,Use Tax Amt/Mo,Full Maint Rate/Mo,Total Rent/Mo,License and Tax*,Service Charge,Current RBV*,Calculated Mileage,Calculated Mileage Date,Entered Mileage**,Entered Mileage Date**,Estimated Current Odometer,Garage Street Address 1,Garage City,Garage State ,Garage County Name,Garage Postal Code,Garage Country,Pooled Vehicle**
,27L083,999999,PDI Fleet,999999,PDI Fleet,VA083,VA083,,,VINLIVE00000000083,2024,Subaru,Impreza,,VA,PLT0083,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L084,999999,PDI Fleet,999999,PDI Fleet,VA084,VA084,,,VINLIVE00000000084,2024,Subaru,Impreza,,VA,PLT0084,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L085,999999,PDI Fleet,999999,PDI Fleet,VA085,VA085,,,VINLIVE00000000085,2024,Subaru,Impreza,,VA,PLT0085,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L086,999999,PDI Fleet,999999,PDI Fleet,VA086,VA086,,,VINLIVE00000000086,2024,Subaru,Impreza,,VA,PLT0086,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L087,999999,PDI Fleet,999999,PDI Fleet,VA087,VA087,,,VINLIVE00000000087,2024,Subaru,Impreza,,VA,PLT0087,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L088,999999,PDI Fleet,999999,PDI Fleet,VA088,VA088,,,VINLIVE00000000088,2024,Subaru,Impreza,,VA,PLT0088,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L089,999999,PDI Fleet,999999,PDI Fleet,VA089,VA089,,,VINLIVE00000000089,2024,Subaru,Impreza,,VA,PLT0089,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L090,999999,PDI Fleet,999999,PDI Fleet,VA090,VA090,,,VINLIVE00000000090,2024,Subaru,Impreza,,VA,PLT0090,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L091,999999,PDI Fleet,999999,PDI Fleet,VA091,VA091,,,VINLIVE00000000091,2024,Subaru,Impreza,,VA,PLT0091,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L092,999999,PDI Fleet,999999,PDI Fleet,VA092,VA092,,,VINLIVE00000000092,2024,Subaru,Impreza,,VA,PLT0092,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L093,999999,PDI Fleet,999999,PDI Fleet,VA093,VA093,,,VINLIVE00000000093,2024,Subaru,Impreza,,VA,PLT0093,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L094,999999,PDI Fleet,999999,PDI Fleet,VA094,VA094,,,VINLIVE00000000094,2024,Subaru,Impreza,,VA,PLT0094,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L095,999999,PDI Fleet,999999,PDI Fleet,VA095,VA095,,,VINLIVE00000000095,2024,Subaru,Impreza,,VA,PLT0095,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L096,999999,PDI Fleet,999999,PDI Fleet,VA096,VA096,,,VINLIVE00000000096,2024,Subaru,Impreza,,VA,PLT0096,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L097,999999,PDI Fleet,999999,PDI Fleet,VA097,VA097,,,VINLIVE00000000097,2024,Subaru,Impreza,,VA,PLT0097,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L098,999999,PDI Fleet,999999,PDI Fleet,VA098,VA098,,,VINLIVE00000000098,2024,Subaru,Impreza,,VA,PLT0098,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L099,999999,PDI Fleet,999999,PDI Fleet,VA099,VA099,,,VINLIVE00000000099,2024,Subaru,Impreza,,VA,PLT0099,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L100,999999,PDI Fleet,999999,PDI Fleet,VA100,VA100,,,VINLIVE00000000100,2024,Subaru,Impreza,,VA,PLT0100,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L101,999999,PDI Fleet,999999,PDI Fleet,VA101,VA101,,,VINLIVE00000000101,2024,Subaru,Impreza,,VA,PLT0101,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L102,999999,PDI Fleet,999999,PDI Fleet,VA102,VA102,,,VINLIVE00000000102,2024,Subaru,Impreza,,VA,PLT0102,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L103,999999,PDI Fleet,999999,PDI Fleet,VA103,VA103,,,VINLIVE00000000103,2024,Subaru,Impreza,,VA,PLT0103,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L104,999999,PDI Fleet,999999,PDI Fleet,VA104,VA104,,,VINLIVE00000000104,2024,Subaru,Impreza,,VA,PLT0104,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L105,999999,PDI Fleet,999999,PDI Fleet,VA105,VA105,,,VINLIVE00000000105,2024,Subaru,Impreza,,VA,PLT0105,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L106,999999,PDI Fleet,999999,PDI Fleet,VA106,VA106,,,VINLIVE00000000106,2024,Subaru,Impreza,,VA,PLT0106,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L107,999999,PDI Fleet,999999,PDI Fleet,VA107,VA107,,,VINLIVE00000000107,2024,Subaru,Impreza,,VA,PLT0107,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L108,999999,PDI Fleet,999999,PDI Fleet,VA108,VA108,,,VINLIVE00000000108,2024,Subaru,Impreza,,VA,PLT0108,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L109,999999,PDI Fleet,999999,PDI Fleet,VA109,VA109,,,VINLIVE00000000109,2024,Subaru,Impreza,,VA,PLT0109,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L110,999999,PDI Fleet,999999,PDI Fleet,VA110,VA110,,,VINLIVE00000000110,2024,Subaru,Impreza,,VA,PLT0110,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L111,999999,PDI Fleet,999999,PDI Fleet,VA111,VA111,,,VINLIVE00000000111,2024,Subaru,Impreza,,VA,PLT0111,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L112,999999,PDI Fleet,999999,PDI Fleet,VA112,VA112,,,VINLIVE00000000112,2024,Subaru,Impreza,,VA,PLT0112,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L113,999999,PDI Fleet,999999,PDI Fleet,VA113,VA113,,,VINLIVE00000000113,2024,Subaru,Impreza,,VA,PLT0113,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L114,999999,PDI Fleet,999999,PDI Fleet,VA114,VA114,,,VINLIVE00000000114,2024,Subaru,Impreza,,VA,PLT0114,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L115,999999,PDI Fleet,999999,PDI Fleet,VA115,VA115,,,VINLIVE00000000115,2024,Subaru,Impreza,,VA,PLT0115,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L116,999999,PDI Fleet,999999,PDI Fleet,VA116,VA116,,,VINLIVE00000000116,2024,Subaru,Impreza,,VA,PLT0116,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L117,999999,PDI Fleet,999999,PDI Fleet,VA117,VA117,,,VINLIVE00000000117,2024,Subaru,Impreza,,VA,PLT0117,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L118,999999,PDI Fleet,999999,PDI Fleet,VA118,VA118,,,VINLIVE00000000118,2024,Subaru,Impreza,,VA,PLT0118,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L119,999999,PDI Fleet,999999,PDI Fleet,VA119,VA119,,,VINLIVE00000000119,2024,Subaru,Impreza,,VA,PLT0119,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L120,999999,PDI Fleet,999999,PDI Fleet,VA120,VA120,,,VINLIVE00000000120,2024,Subaru,Impreza,,VA,PLT0120,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L121,999999,PDI Fleet,999999,PDI Fleet,VA121,VA121,,,VINLIVE00000000121,2024,Subaru,Impreza,,VA,PLT0121,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L122,999999,PDI Fleet,999999,PDI Fleet,VA122,VA122,,,VINLIVE00000000122,2024,Subaru,Impreza,,VA,PLT0122,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L123,999999,PDI Fleet,999999,PDI Fleet,VA123,VA123,,,VINLIVE00000000123,2024,Subaru,Impreza,,VA,PLT0123,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L124,999999,PDI Fleet,999999,PDI Fleet,VA124,VA124,,,VINLIVE00000000124,2024,Subaru,Impreza,,VA,PLT0124,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L125,999999,PDI Fleet,999999,PDI Fleet,VA125,VA125,,,VINLIVE00000000125,2024,Subaru,Impreza,,VA,PLT0125,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L126,999999,PDI Fleet,999999,PDI Fleet,VA126,VA126,,,VINLIVE00000000126,2024,Subaru,Impreza,,VA,PLT0126,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L127,999999,PDI Fleet,999999,PDI Fleet,VA127,VA127,,,VINLIVE00000000127,2024,Subaru,Impreza,,VA,PLT0127,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L128,999999,PDI Fleet,999999,PDI Fleet,VA128,VA128,,,VINLIVE00000000128,2024,Subaru,Impreza,,VA,PLT0128,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L129,999999,PDI Fleet,999999,PDI Fleet,VA129,VA129,,,VINLIVE00000000129,2024,Subaru,Impreza,,VA,PLT0129,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L130,999999,PDI Fleet,999999,PDI Fleet,VA130,VA130,,,VINLIVE00000000130,2024,Subaru,Impreza,,VA,PLT0130,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L131,999999,PDI Fleet,999999,PDI Fleet,VA131,VA131,,,VINLIVE00000000131,2024,Subaru,Impreza,,VA,PLT0131,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L132,999999,PDI Fleet,999999,PDI Fleet,VA132,VA132,,,VINLIVE00000000132,2024,Subaru,Impreza,,VA,PLT0132,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L133,999999,PDI Fleet,999999,PDI Fleet,VA133,VA133,,,VINLIVE00000000133,2024,Subaru,Impreza,,VA,PLT0133,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L134,999999,PDI Fleet,999999,PDI Fleet,VA134,VA134,,,VINLIVE00000000134,2024,Subaru,Impreza,,VA,PLT0134,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L135,999999,PDI Fleet,999999,PDI Fleet,VA135,VA135,,,VINLIVE00000000135,2024,Subaru,Impreza,,VA,PLT0135,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L136,999999,PDI Fleet,999999,PDI Fleet,VA136,VA136,,,VINLIVE00000000136,2024,Subaru,Impreza,,VA,PLT0136,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L137,999999,PDI Fleet,999999,PDI Fleet,VA137,VA137,,,VINLIVE00000000137,2024,Subaru,Impreza,,VA,PLT0137,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L138,999999,PDI Fleet,999999,PDI Fleet,VA138,VA138,,,VINLIVE00000000138,2024,Subaru,Impreza,,VA,PLT0138,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L139,999999,PDI Fleet,999999,PDI Fleet,VA139,VA139,,,VINLIVE00000000139,2024,Subaru,Impreza,,VA,PLT0139,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L140,999999,PDI Fleet,999999,PDI Fleet,VA140,VA140,,,VINLIVE00000000140,2024,Subaru,Impreza,,VA,PLT0140,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L141,999999,PDI Fleet,999999,PDI Fleet,VA141,VA141,,,VINLIVE00000000141,2024,Subaru,Impreza,,VA,PLT0141,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L142,999999,PDI Fleet,999999,PDI Fleet,VA142,VA142,,,VINLIVE00000000142,2024,Subaru,Impreza,,VA,PLT0142,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L143,999999,PDI Fleet,999999,PDI Fleet,VA143,VA143,,,VINLIVE00000000143,2024,Subaru,Impreza,,VA,PLT0143,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L144,999999,PDI Fleet,999999,PDI Fleet,VA144,VA144,,,VINLIVE00000000144,2024,Subaru,Impreza,,VA,PLT0144,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L145,999999,PDI Fleet,999999,PDI Fleet,VA145,VA145,,,VINLIVE00000000145,2024,Subaru,Impreza,,VA,PLT0145,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L146,999999,PDI Fleet,999999,PDI Fleet,VA146,VA146,,,VINLIVE00000000146,2024,Subaru,Impreza,,VA,PLT0146,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L147,999999,PDI Fleet,999999,PDI Fleet,VA147,VA147,,,VINLIVE00000000147,2024,Subaru,Impreza,,VA,PLT0147,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L148,999999,PDI Fleet,999999,PDI Fleet,VA148,VA148,,,VINLIVE00000000148,2024,Subaru,Impreza,,VA,PLT0148,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L149,999999,PDI Fleet,999999,PDI Fleet,VA149,VA149,,,VINLIVE00000000149,2024,Subaru,Impreza,,VA,PLT0149,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L150,999999,PDI Fleet,999999,PDI Fleet,VA150,VA150,,,VINLIVE00000000150,2024,Subaru,Impreza,,VA,PLT0150,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L151,999999,PDI Fleet,999999,PDI Fleet,VA151,VA151,,,VINLIVE00000000151,2024,Subaru,Impreza,,VA,PLT0151,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L152,999999,PDI Fleet,999999,PDI Fleet,VA152,VA152,,,VINLIVE00000000152,2024,Subaru,Impreza,,VA,PLT0152,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L153,999999,PDI Fleet,999999,PDI Fleet,VA153,VA153,,,VINLIVE00000000153,2024,Subaru,Impreza,,VA,PLT0153,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L154,999999,PDI Fleet,999999,PDI Fleet,VA154,VA154,,,VINLIVE00000000154,2024,Subaru,Impreza,,VA,PLT0154,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L155,999999,PDI Fleet,999999,PDI Fleet,VA155,VA155,,,VINLIVE00000000155,2024,Subaru,Impreza,,VA,PLT0155,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L156,999999,PDI Fleet,999999,PDI Fleet,VA156,VA156,,,VINLIVE00000000156,2024,Subaru,Impreza,,VA,PLT0156,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L157,999999,PDI Fleet,999999,PDI Fleet,VA157,VA157,,,VINLIVE00000000157,2024,Subaru,Impreza,,VA,PLT0157,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L158,999999,PDI Fleet,999999,PDI Fleet,VA158,VA158,,,VINLIVE00000000158,2024,Subaru,Impreza,,VA,PLT0158,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L159,999999,PDI Fleet,999999,PDI Fleet,VA159,VA159,,,VINLIVE00000000159,2024,Subaru,Impreza,,VA,PLT0159,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L160,999999,PDI Fleet,999999,PDI Fleet,VA160,VA160,,,VINLIVE00000000160,2024,Subaru,Impreza,,VA,PLT0160,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L161,999999,PDI Fleet,999999,PDI Fleet,VA161,VA161,,,VINLIVE00000000161,2024,Subaru,Impreza,,VA,PLT0161,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L162,999999,PDI Fleet,999999,PDI Fleet,VA162,VA162,,,VINLIVE00000000162,2024,Subaru,Impreza,,VA,PLT0162,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L163,999999,PDI Fleet,999999,PDI Fleet,VA163,VA163,,,VINLIVE00000000163,2024,Subaru,Impreza,,VA,PLT0163,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L164,999999,PDI Fleet,999999,PDI Fleet,VA164,VA164,,,VINLIVE00000000164,2024,Subaru,Impreza,,VA,PLT0164,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L165,999999,PDI Fleet,999999,PDI Fleet,VA165,VA165,,,VINLIVE00000000165,2024,Subaru,Impreza,,VA,PLT0165,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
,27L166,999999,PDI Fleet,999999,PDI Fleet,VA166,VA166,,,VINLIVE00000000166,2024,Subaru,Impreza,,VA,PLT0166,01/01/2027,01/01/2024,LV,Leased Vehicle,OL,48,20,-,0,0,0,0,0,0,0,0,0,0,0,100000,09/02/2026,100000,09/02/2026,100000,,,,,,USA,N
